District,PS Name,FIR No,Date Report,Date Accident,Time Report,Time Accident,Sections,Accident type,Death,Grievous,Minor,Pedestrian,Cyclist,Latitude,Longitude,Place of Occurance,Type Area,City/Town/ Village,Lanes Road,Divider,Spot Accident,Weather,T -Junction,Collision,Type Road,Road Features,Visibility,Traffic Control,Accussed Vehicle,Victim Vehicle
KOTTAYAM,Ettumanoor,2459/2000,21/01/2020,18/01/2020,20:15:00,12:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.893881,76.683581,VALUMUKKU,Urban,Town,Single,no,In Residential area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Scooter,Scooter
KOTTAYAM,Ettumanoor,2460/2000,11/01/2020,09/01/2020,19:00:00,08:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,9.026501,76.542749,KUTTIVATTAM,Rural,Village,Four lanes,no,Other,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Ettumanoor,2461/2000,22/01/2020,15/01/2020,17:00:00,14:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.866539,76.664996,NEAR SUMAYYA AUDITORIUYM KOTTIYAM,Urban,City,Double,no,Market/Commercial area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Ettumanoor,2462/2000,20/01/2020,13/01/2020,18:00:00,15:30:00,"279,337,338",Grevious Injury,0,1,1,0,0,9.12185,76.517715,OPPOSITE OF PARABRAHMA HOSPITAL,Urban,Town,Double,no,Near hospital,Sunny/Clear,Four arm junction,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Ettumanoor,2463/2000,08/01/2020,06/01/2020,18:10:25,15:40:25,"279,337,338",Grevious Injury,0,1,0,0,0,9.056776,76.554535,DRIVER JN,Rural,Village,Single,no,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Pala,2464/2000,15/01/2020,14/01/2020,16:00:00,06:00:00,"279,304(A)",Grevious Injury,0,1,0,1,0,8.939209,76.543568,NEENDAKARA,Rural,Village,Four lanes,no,Other,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Ettumanoor,2465/2000,04/01/2020,28/12/2020,12:00:00,07:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.8751,76.6446,NEAR MEDICITY HOSPITAL,Urban,Town,Double,no,Near hospital,Sunny/Clear,NA,Right turn collision,Bypass,Straight Road,Good,Flashing signal/blinker,Scooter,Scooter
KOTTAYAM,Pala,2466/2000,12/01/2020,11/01/2020,18:20:00,06:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.896574,76.635498,APSARA N,Urban,Town,Single,no,In Open area,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Pala,2467/2000,17/01/2020,14/01/2020,13:40:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.930837,76.5945,NEAR KUPPANA KALUNGU THRIKADAVOOR,Rural,Village,Single,no,Near a religious place,Sunny/Clear,Round about junction,Head on Collision,Other Road,Curved Road,Not Known,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Pala,2468/2000,25/01/2020,15/01/2020,14:25:00,15:00:00,"279,337,338",Grevious Injury,0,1,0,0,1,8.8757,76.644,NEAR MEDICITY HOSPITAL,Urban,Town,Double,no,Near hospital,Sunny/Clear,NA,Other,Bypass,Straight Road,Good,Flashing signal/blinker,Scooter,Car
KOTTAYAM,Ettumanoor,2469/2000,06/01/2020,29/12/2020,15:30:00,10:30:00,"279,337,338",Grevious Injury,0,1,0,0,1,8.8575,76.6357,PEEDIKAMUKKU,Urban,Town,Single,no,In Open area,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Flashing signal/blinker,Motor Cycle,Torus
KOTTAYAM,Ettumanoor,2470/2000,01/01/2020,25/12/2020,14:00:00,13:50:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.8596,76.6196,PHILIP MUKKU,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Side,Other Road,Others,Good,Flashing signal/blinker,Scooter,Auto rickshaw
KOTTAYAM,Ettumanoor,2471/2000,09/01/2020,08/01/2020,15:35:00,16:45:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.8966,76.6355,NEAR THARAKKUDY CASHEW FACTORY,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Ettumanoor,2472/2000,07/01/2020,07/01/2020,14:30:00,13:00:00,279,Grevious Injury,0,1,0,0,0,8.832988,76.746077,KIZHAKKE MUKKU,Rural,Village,Single,no,Other,Sunny/Clear,T- Junction,Head on Collision,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Ettumanoor,2473/2000,17/01/2020,16/01/2020,10:30:00,12:30:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.812332,76.758944,PARIPPALLY,Rural,Town,Four lanes,yes,Market/Commercial area,Sunny/Clear,Four arm junction,Head on Collision,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
KOTTAYAM,Ettumanoor,2474/2000,01/01/2020,27/12/2020,13:44:00,10:00:00,"279,337",Grevious Injury,0,1,0,1,0,8.8509,76.6498,PLAVILAMUKKU,Rural,Town,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
KOTTAYAM,Ettumanoor,2475/2000,04/01/2020,22/12/2020,13:30:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.916477,76.559144,POOVAPUZHA,Urban,City,Single,yes,Near bus stop,Sunny/Clear,T- Junction,Hit Pedestrian,National Highway,Others,Good,Police controlled,Auto rickshaw,Auto rickshaw
KOTTAYAM,Kottayam East,2476/2000,06/01/2020,26/12/2020,16:50:00,09:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.942725,76.541582,KANNATTUKUDI,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Manimala,2477/2000,13/01/2020,06/01/2020,17:00:00,06:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.890606,76.737069,PANCHAYATH MUKK MEEYANNOOR,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Kottayam East,2478/2000,11/01/2020,28/12/2020,22:02:00,13:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.924225,76.712981,POTHEL JN NALLILA,Urban,Village,Single,no,Near or inside a village,Sunny/Clear,T- Junction,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
KOTTAYAM,Kaduthuruthy,2479/2000,19/01/2020,31/12/2020,13:05:00,10:15:00,"279,337",Grevious Injury,0,1,0,0,0,8.880029,76.583084,PORT KOLLAM,Urban,City,Double,yes,Other,Sunny/Clear,NA,With parked vehicle,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Ettumanoor,2480/2000,18/01/2020,15/12/2000,15:30:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.889,76.6499,PALATHARA,Urban,Town,Double,no,Near hospital,Sunny/Clear,NA,Hit from Side,Bypass,Straight Road,Good,Police controlled,Auto rickshaw,Lorry
KOTTAYAM,Pala,2481/2000,18/01/2020,15/01/2020,03:30:00,22:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.881862,76.577063,MOOTAKKARA,Urban,City,Single,yes,Other,Cloudy,NA,Hit and run,Other Road,Others,Good,Uncontrolled,Motor Cycle,Auto rickshaw
KOTTAYAM,Changanachery,2482/2000,15/01/2020,08/01/2020,16:26:30,16:26:30,"279,337",Grevious Injury,0,1,0,0,1,8.832287,76.743877,PULI VANCHI NORTH,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Right-angled collision,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Pala,2483/2000,25/01/2020,20/01/2020,12:07:20,19:00:20,"279,337,338",Grevious Injury,0,1,0,1,0,9.062319,76.548133,EDAKULANGARA,Rural,Village,Single,yes,Near a recreation place/cinema,Mist/Fog,NA,Hit Pedestrian,Other Road,Others,Poor,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Pala,2484/2000,10/01/2020,07/01/2020,16:00:00,10:15:00,"279,337",Grevious Injury,0,1,0,0,0,8.8763,76.6219,PALLIMUKKU,Urban,Town,Double,yes,In Open area,Sunny/Clear,Y- junction,Hit from Side,National Highway,Straight Road,Good,Flashing signal/blinker,Motor Cycle,Mini Lorry
KOTTAYAM,Kaduthuruthy,2485/2000,26/01/2020,24/01/2020,12:30:00,19:20:00,"279,337,338",Fatal,1,0,0,0,0,8.881718,76.577933,MOOTAKKARA,Urban,City,Single,no,Other,Cloudy,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Erattupetta,2486/2000,05/01/2020,31/12/2020,14:53:20,07:30:00,"279,337,338",Grevious Injury,0,1,0,0,1,9.113653,76.539491,AVHS JN THAZHAVA,Rural,Village,Single,yes,Near office complex,Sunny/Clear,NA,Right turn collision,Other Road,Others,Good,Uncontrolled,Scooter,Other Heavy vehicle
KOTTAYAM,Kaduthuruthy,2487/2000,31/01/2020,31/01/2020,16:44:20,07:50:21,"279,304(A)",Grevious Injury,0,1,0,0,0,9.057475,76.555547,VELUTHAMANAL,Rural,Village,Single,yes,Near bus stop,Sunny/Clear,NA,Other,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
KOTTAYAM,Kottayam East,2488/2000,06/01/2020,04/01/2020,17:57:00,08:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.802803,76.710603,VEPPALUMMODU,Urban,Town,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Scooter,Auto rickshaw
KOTTAYAM,Kottayam East,2489/2000,04/01/2020,19/12/2020,18:00:00,13:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.81734,76.699039,POOTHAKULAM PANCHAYATH OFFICE,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Erattupetta,2490/2000,23/01/2020,19/01/2020,17:30:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.900332,76.62496,PALKKULANGARA,Urban,City,Single,no,Near or inside a village,Sunny/Clear,NA,Rear end collision,Bypass,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Pala,2491/2000,20/01/2020,20/01/2020,15:30:00,10:30:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.90902,76.61978,MANGADU,Urban,City,Single,no,Near or inside a village,Sunny/Clear,NA,Rear end collision,Bypass,Straight Road,Good,Uncontrolled,Motor Cycle,Tempo Van
KOTTAYAM,Erattupetta,2492/2000,19/01/2020,19/01/2020,19:30:00,18:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.900204,76.624969,PALKKULANGARA BRIDGE,Urban,City,Single,no,Near or inside a village,Sunny/Clear,NA,Rear end collision,Bypass,Straight Road,Good,Uncontrolled,Scooter,Mini Lorry
KOTTAYAM,Pala,2493/2000,04/01/2020,28/12/2020,20:15:00,20:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.86493,76.658395,KADAMPATTUMUKKU,Urban,Town,Double,no,Market/Commercial area,Sunny/Clear,NA,Hit from Back,National Highway,Others,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Pala,2494/2000,10/01/2020,06/01/2020,13:30:00,17:15:00,"279,337",Grevious Injury,0,1,0,0,0,8.90955,76.624854,MOONNAMKUTTY,Urban,City,Single,no,Institutional Area,Sunny/Clear,NA,Skidding,National Highway,Others,Good,Uncontrolled,Scooter,Lorry
KOTTAYAM,Manimala,2495/2000,12/01/2020,09/01/2020,18:30:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,0,1,8.9052621,76.616195,AMBANAD,Urban,Village,Single,no,Near or inside a village,Sunny/Clear,NA,Rear end collision,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Ettumanoor,2496/2000,10/01/2020,07/01/2020,13:30:00,07:45:00,"279,337",Non Injury,0,0,0,0,0,8.904598,76.62273,KALLUMTHAZHAM JUNCTION,Urban,City,Double,yes,Market/Commercial area,Sunny/Clear,NA,Rear end collision,Bypass,Straight Road,Good,Stop sign,Goods Auto,Scooter
KOTTAYAM,Kottayam West,2497/2000,20/01/2020,16/01/2020,18:40:00,17:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.919162,76.610793,APPUPPAN NADA,Urban,City,Single,no,Institutional Area,Sunny/Clear,NA,Rear end collision,Bypass,Curved Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Ettumanoor,2498/2000,18/01/2020,18/01/2020,11:02:20,13:00:00,"279,337",Grevious Injury,0,1,1,0,0,9.057475,76.555547,VELUTHAMANAL,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Back,Bypass,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Ettumanoor,2499/2000,03/01/2020,22/12/2020,12:15:00,16:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.8393,76.6362,NEAR THANNI CHURCH,Urban,Town,Single,no,In Open area,Sunny/Clear,NA,Skidding,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Ettumanoor,2500/2000,15/01/2020,13/01/2020,17:15:00,05:45:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.864933,76.6583,NEAR SUMAYYA AUDITORIUM,Urban,Town,Double,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Motor Cycle
KOTTAYAM,Manimala,2501/2000,18/01/2020,17/01/2020,11:13:00,18:00:00,"279,337",Grevious Injury,0,1,0,0,0,8.808309,76.688316,CHAKKUVILA MUKKU,Urban,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Scooter
KOTTAYAM,Kottayam West,2502/2000,01/01/2020,01/01/2020,11:59:00,15:30:00,MO(Death),Grevious Injury,0,1,0,0,0,8.804846,76.702556,DECENTMUKKU,Urban,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Scooter,School Bus
KOTTAYAM,Kottayam West,2503/2000,16/01/2020,11/01/2020,16:30:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.86493,76.6583,PARAKKULA,Rural,City,Double,no,Near petrol pump,Sunny/Clear,NA,Hit from Back,National Highway,Curved Road,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Kottayam West,2504/2000,14/01/2020,10/01/2020,16:35:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.816428,76.704867,DOCTORMUKKU,Urban,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Kottayam West,2505/2000,19/01/2020,18/01/2020,17:55:00,15:45:00,304(A),Grevious Injury,0,1,0,0,0,8.813209,76.671571,PARAVOOR,Urban,City,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Kottayam West,2506/2000,13/01/2020,28/10/2020,17:19:20,15:30:00,"279,337,338",Grevious Injury,0,1,0,0,1,9.066181,76.540537,NEAR PATTUPURACKAL TEMPLE,Rural,Village,Single,yes,Other,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
KOTTAYAM,Erattupetta,2507/2000,06/01/2020,26/12/2020,16:00:00,09:00:00,"279,337",Grevious Injury,0,1,0,0,0,8.8966,76.6355,AYATYHIL,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
KOTTAYAM,Pampady,2508/2000,03/01/2020,03/01/2020,12:05:00,07:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.804846,76.702556,NEDUNGOLA NEAR KRIPA HOTEL,Urban,Village,Single,no,Near petrol pump,Cloudy,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Lorry
KOTTAYAM,Gandhinagar,2509/2000,30/01/2020,29/01/2020,14:00:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.8509,76.6498,LEKSHMIPURAM THOPPU MAYYANAD,Urban,Town,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Chingavanam,2510/2000,20/01/2020,07/01/2020,13:37:00,16:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.8763,76.6219,NEAR MANACAD PALLY,Urban,Town,Single,no,Near a religious place,Sunny/Clear,NA,Hit Pedestrian,Other Road,Curved Road,Good,Uncontrolled,Scooter,Car
KOTTAYAM,Kuravilangadu,2511/2000,22/01/2020,15/01/2020,12:45:00,11:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.8509,76.6498,VALLAKKADAV,Urban,Town,Single,yes,In Open area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
KOTTAYAM,Kuravilangadu,2512/2000,28/01/2020,22/01/2020,15:25:00,21:15:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.8649333,76.6583,THAZHUTHALA,Urban,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Car,Car
KOTTAYAM,Kaduthuruthy,2513/2000,28/01/2020,25/01/2020,17:30:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.86493,76.6583,KOTTIYAM JN,Rural,City,Double,yes,Market/Commercial area,Sunny/Clear,Four arm junction,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
KOTTAYAM,Vaikom,2514/2000,26/01/2020,25/01/2020,15:15:20,15:15:20,"279,337",Grevious Injury,0,1,1,0,0,9.071343,76.502291,KUZHITHURA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Rear end collision,Other Road,Others,Good,Uncontrolled,Private Bus,Goods Auto
IDUKKI,Peerumedu,2515/2000,05/01/2020,04/01/2020,14:50:21,09:30:25,"279,337",Grevious Injury,0,1,1,0,0,9.059038,76.535642,NEAR KC CENTRE,Urban,Town,Double,yes,Market/Commercial area,Sunny/Clear,NA,Other,National Highway,Others,Good,Police controlled,Lorry,Private Bus
IDUKKI,Thodupuzha,2516/2000,06/01/2020,26/12/2020,13:00:00,20:16:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.7343847,76.8133957,KOCHUVILA JN,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Car,Scooter
IDUKKI,Thankamoney,2517/2000,06/01/2020,29/12/2020,13:10:00,20:10:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.7209697,76.8127472,ALAMCODE ,Rural,Town,Single,no,In Open area,Sunny/Clear,Four arm junction,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
IDUKKI,Thodupuzha,2518/2000,22/01/2020,22/01/2020,11:40:00,21:00:00,"279,338",Grevious Injury,0,1,0,0,0,8.726367,77.025411,THANNIMOOD JUNCTION,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Hit and run,Other Road,Straight Road,Good,Police controlled,Car,Motor Cycle
IDUKKI,Vandiperiyar,2519/2000,22/01/2020,19/01/2020,11:25:00,18:15:00,279,Grevious Injury,0,1,0,0,0,8.562365,77.098056,KALLODE KUTTICHAL,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit from Back,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Auto rickshaw
IDUKKI,Vandiperiyar,2520/2000,04/01/2020,01/01/2020,12:45:00,07:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.695,76.909,UDHIMOODU,Rural,Town,Double,no,Market/Commercial area,Sunny/Clear,T- Junction,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Munnar,2521/2000,01/01/2020,31/12/2020,15:10:00,06:15:00,"279,337,338,304(A)",Grevious Injury,0,1,0,0,0,8.637,76.935,NEAR VEMPAYAM JUNCTION,Rural,Town,Four lanes,no,Market/Commercial area,Sunny/Clear,Y- junction,Skidding,State Highway,Curved Road,Good,Uncontrolled,Motor Cycle,Tempo Van
IDUKKI,Thankamoney,2522/2000,20/01/2020,19/01/2020,19:10:00,22:30:00,279,Grevious Injury,0,1,1,0,0,8.65,76.928,NEAR KOPPAM SCHOOL,Rural,Town,Double,no,Market/Commercial area,Cloudy,T- Junction,Skidding,State Highway,Curved Road,Good,Uncontrolled,Car,Tipper
IDUKKI,Kanjikuzhy,2523/2000,02/01/2020,02/01/2020,15:00:00,19:30:00,"279,185 R/W S.183(1)",Grevious Injury,0,1,0,0,0,8.66373,76.91102,THYCAU SIGNAL POINT,Rural,Village,Four lanes,no,Near petrol pump,Sunny/Clear,Four arm junction,Hit from Back,State Highway,Straight Road,Good,Uncontrolled,Car,Scooter
IDUKKI,Vandiperiyar,2524/2000,11/01/2020,10/01/2020,13:30:00,06:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.7020741,76.8119164,KATCHERY JN,Rural,Town,Single,yes,Near bus stop,Sunny/Clear,Four arm junction,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Santhanpara,2525/2000,08/01/2020,08/01/2020,09:00:00,06:00:00,"279,337,338",Fatal,1,0,1,0,0,8.681583,77.0633,IDAMUKKU,Rural,Village,Double,no,Near bus stop,Cloudy,NA,Head on Collision,Other Road,Curved Road,Poor,Uncontrolled,Motor Cycle,Car
IDUKKI,Thodupuzha,2526/2000,05/01/2020,26/12/2020,17:45:00,15:30:00,"279,337,338",Non Injury,0,0,0,0,0,8.68986,76.90598,ALANTHARA,Rural,Village,Double,no,Near petrol pump,Sunny/Clear,NA,Hit Fix / Stationary Object,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
IDUKKI,Thodupuzha,2527/2000,15/01/2020,10/01/2020,16:00:00,19:30:00,"279,337",Grevious Injury,0,1,0,1,0,8.65644,76.92068,KOPPAM ,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Thodupuzha,2528/2000,21/01/2020,25/11/2020,12:43:00,17:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.63743,76.93506,VEMBAYAM,Rural,Village,Double,no,In Open area,Sunny/Clear,T- Junction,Skidding,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Thodupuzha,2529/2000,22/01/2020,18/01/2020,18:50:00,16:00:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.68664,76.92561,KUTTIMOODU JN,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Collision brush/side swipe,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Govt. Dept. Bus
IDUKKI,Thodupuzha,2530/2000,27/01/2020,24/01/2020,11:00:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.6849213,76.8227795,MOONNUMUKKU,Rural,Village,Single,yes,In Open area,Sunny/Clear,Y- junction,Hit from Back,National Highway,Straight Road,Good,Uncontrolled,Car,Lorry
IDUKKI,Thodupuzha,2531/2000,01/01/2020,01/01/2020,10:15:00,14:00:00,"279,337",Grevious Injury,0,1,0,0,0,8.772735,76.965902,VK POYYIKA,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit and run,Other Road,Curved Road,Good,Police controlled,Motor Cycle,Car
IDUKKI,Thodupuzha,2532/2000,29/01/2020,19/01/2020,14:00:00,17:30:00,"279,338",Grevious Injury,0,1,0,0,0,8.738279,76.939615,CHAMPALUVILA JUNCTION,Rural,Village,Single,yes,Near bus stop,Sunny/Clear,Y- junction,Hit and run,Other Road,Curved Road,Good,Police controlled,Motor Cycle,Jeep
IDUKKI,Thodupuzha,2533/2000,25/01/2020,10/01/2020,16:00:00,18:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.76626,76.957415,MANCODU,Rural,Village,Single,no,Near a factory/industrial area,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Motor Cycle
IDUKKI,Thodupuzha,2534/2000,14/01/2020,14/01/2020,09:15:00,15:00:00,"279,304(A)",Fatal,1,0,0,0,0,8.52259,77.037927,NEAR GARUDANPALLI,Rural,Village,Single,no,In Residential area,Sunny/Clear,T- Junction,Skidding,Other Road,Others,Good,Uncontrolled,Scooter,Car
IDUKKI,Thodupuzha,2535/2000,12/01/2020,10/01/2020,11:30:00,20:30:00,"279,337",Fatal,1,0,0,1,0,8.509358,77.005466, KUNDAMANKADAVU ,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Poor,Uncontrolled,Motor Cycle,Car
IDUKKI,Thodupuzha,2536/2000,26/01/2020,22/01/2020,12:00:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.679,76.902,VALIYAKATTAIKKAL,Rural,Village,Double,no,Market/Commercial area,Sunny/Clear,T- Junction,Skidding,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Devikulam,2537/2000,26/01/2020,26/01/2020,11:45:00,06:15:00,"279,337,304(A)",Grevious Injury,0,2,1,0,0,8.753,76.8954,PORUNTHAMAN,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Hit from Back,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Private Bus
IDUKKI,Thodupuzha,2538/2000,18/01/2020,16/01/2020,12:45:00,17:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.513423,77.016594,PEYAD ,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Karimannoor,2539/2000,10/01/2020,10/01/2020,10:45:00,21:00:00,"279,337,338",Fatal,1,0,0,0,0,8.6972417,76.8312535,AVANAVANCHERY,Rural,Village,Single,no,In Open area,Sunny/Clear,Y- junction,Other,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Karimkunnam,2540/2000,21/01/2020,20/01/2020,14:15:00,10:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.6890859,76.8191761,KSRTC BUS STAND ATTINGAL,Rural,Town,Single,yes,In Open area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
